Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
4010,77.15,3,2,0.49,8.15,,,1.5,1.2,,Tag 16 WNW,,,,,,,,,77.15,,
4011,77.16,3,2,0.49,8.15,,,1.2,0.8,,"S of main, 13 WNW",,,,,,,,,77.16,,
4012,77.17,3,2,0.49,8.15,,,1.1,1.1,,Tag 17cm WNW,,,,,,,,,77.17,,
273,1084,3,2,0.96,8.2,9.5,8.5,5.4,8,,"closest to tag, 10cn W, tag 11.5 W; under opuntia","tag 99 missing, replaced with tag 1084",,,,,,,,1084,0,0
323,1084.01,3,2,0.96,8.2,,,,,,"northern, tag 14cm WNW, tag 14 S",,,,,,,,,1084.01,0,0
324,1084.02,3,2,0.96,8.2,6.5,5.1,6,4,,"Eastern, tag 16cm W",,,,,,,,,1084.02,0,0
3066,1084.03,3,2,0.96,8.2,2,1.7,1.9,2.2,,tag 13 WNW,,,,,,,,,1084.03,,
3547,1084.04,3,2,0.96,8.2,0,0,0,0,,tag 9cm WNW,,,,,,,,,1084.04,,
3548,1084.05,3,2,0.96,8.2,,,,,,1cm E of 99.04,,,,,,,,,1084.05,,
3549,1084.06,3,2,0.96,8.2,1.4,1,1.3,1.3,,"1cm E of 99.05, tag 15cm WNW",,,,,,,,,1084.06,,
3738,1084.07,3,2,0.96,8.2,1.4,1.2,0.8,1.3,,tag 19cm NW,,,,,,,,,1084.07,,
3739,1084.08,3,2,0.96,8.2,0,0,0,0,,tag 6cm N,,,,,,,,,1084.08,,
274,81,3,2,0.84,8.25,6,7.5,4.8,7.8,,tag 8cm W,,,,,,,,,81,0,0
2913,81.01,3,2,0.84,8.25,,,,,,tag 11 N,,,,,,,,,81.01,0,0
3740,81.02,3,2,0.84,8.25,1.4,1.2,0.9,1.1,,tag 14cm W,,,,,,,,,81.02,,
2734,433,3,2,0.21,8.3,2.3,5.2,3.6,5.5,,tag 7cm N; 8 cm N,,,,,,,,,433,0,0
276,91,3,2,0.71,8.38,5.5,7,5.6,7.2,2,"tag 6cm W, tag 12cm N",,,,,,,,,91,0,0
3550,91.01,3,2,0.71,8.38,1.3,1,1.3,1.4,,tag 4.5cm N,next to cactus 81,,,,,,,,91.01,,
3741,91.02,3,2,0.71,8.38,1.2,1,1.5,0.8,,tag 10cm WSW,,,,,,,,,91.02,,
3742,91.03,3,2,0.71,8.38,1.5,1.1,1.9,1.3,,tag 11cm W,,,,,,,,,91.03,,
3743,91.04,3,2,0.71,8.38,1.8,0.9,1.3,0.9,,"tag 10cm W, just S of 91.03",,,,,,,,,91.04,,
3744,91.05,3,2,0.71,8.38,1.2,1,1.3,1.2,,tag 8cm WNW,,,,,,,,,91.05,,
3745,91.06,3,2,0.71,8.38,1.2,1,1.4,1.1,,just W of 91.05; tag 7 cm WNW,,,,,,,,,91.06,,
275,85,3,2,0.75,8.45,3.8,6.4,3.3,7.2,,tag 9cm W,,,,,,,,,85,0,0
2914,85.01,3,2,0.75,8.45,,,,,,tag 9 WSW,,,,,,,,,85.01,0,0
3067,85.02,3,2,0.75,8.45,1.2,1.8,1,2.2,,tag 7 NW,,,,,,,,,85.02,,
3068,85.03,3,2,0.75,8.45,0,0,1.1,1.2,,tag 14 WSW,,,,,,,,,85.03,,
2731,778,3,2,0.65,8.8,2.9,3.8,2.6,4.9,,"tag 10cm N, 11.5N",,,,,,,,,778,0,0
2920,10000,3,2,0.18,8.85,2.2,4.6,2.4,4.7,,(Second tag#10) 11cm W to tag,,,,,,,,,10000,0,0
344,396,3,2,0.51,9.4,4.7,7.8,3.7,7.8,2,tag 12cm SW,,,,,,,,,396,0,0
345,396.01,3,2,0.51,9.4,4.8,7.2,5.5,7.5,2,tag 13cm NW,,,,,,,,,396.01,0,0
3857,396.02,3,2,0.51,9.4,1.9,3.4,3,4.4,,tag 50 cm NW,,,,,,,,,396.02,,
4013,396.03,3,2,0.51,9.4,,,1.4,1.1,,tag 18cm WNW,,,,,,,,,396.03,,
277,88,3,2,0.1,9.6,7.8,8.2,7,8.8,,tag 10 W,,,,,,,,,88,0,0
2915,88.01,3,2,0.1,9.6,1.8,2.4,2.3,2.7,,tag 13 W,,,,,,,,,88.01,0,0
2732,427,3,2,0.87,9.6,2,4.9,3.3,4.8,,"tag 10cm N, 8cm N",,,,,,,,,427,0,0
2733,427.01,3,2,0.87,9.6,2.4,4.5,2.8,4.9,,"tag 10cm N, W of 427, 8NE",,,,,,,,,427.01,0,0
278,73,3,2,0.51,9.73,4.5,8.3,4.8,8.5,,tag 9cm W,,,,,,,,,73,0,0
3060,73.01,3,2,0.51,9.73,1.5,1.4,1.2,2,,tag 5 W,,,,,,,,,73.01,,
279,93,3,2,0.46,10.95,9.9,8.6,10.2,10,,tag 8cm SW,,,,,,,,,93,0,0
382,968,3,2,0.86,11.19,6,6.5,5.3,7.4,,"closest to tag, tag 7cm W",,,,,,,,,968,0,0
383,968.01,3,2,0.86,11.19,5,6.6,4.2,6.4,,"tag 9.5cm SW, 11cm",,,,,,,,,968.01,0,0
379,853,3,2,1.06,11.29,5.4,6.7,4.7,6.8,1,"E of tag not closest, tag 9cm W, tag 9 NW",,,,,,,,,853,0,0
2270,853.01,3,2,1.06,11.29,3.3,6.6,4.5,6.7,2,"S of tag, tag 8cm N, tag 7.5 N",,,,,,,,,853.01,0,0
331,620,3,2,1.09,11.5,6.4,7.4,6.3,7.5,,"tag 14cm W, tag 14 W",,,,,,,,,620,0,0
3368,522,3,2,0.84,12.2,3.5,5,3.2,5.3,3,tag 10cm N,,,,,,,,,522,,
3369,522.01,3,2,0.84,12.2,1.2,1.1,1.9,1.4,,tag 15cm NNW,,,,,,,,,522.01,,
3746,522.02,3,2,0.84,12.2,1.7,1.3,2.2,1.5,,tag 19cm NNW,opuntia,,,,,,,,522.02,,
280,59,3,2,0.5,12.33,3.6,6.4,4.4,6.3,1,tag 7.5cm W,,,,,,,,,59,0,0
3370,59.01,3,2,0.5,12.33,2.3,2.1,1.9,2.8,,"tag 11cm NNW,W",,,,,,,,,59.01,,
281,52,3,2,0.75,12.5,0,0,0,0,,"east, clump N under rock, tag 6cm SW",,,,,,,,,52,0,0
391,52.01,3,2,0.75,12.5,0,0,0,0,,"east, S, tag 7cm W",,,,,,,,,52.01,0,0
2271,52.02,3,2,0.75,12.5,2.7,6.3,4.9,6.7,2,"West, North, tag 9cm ENE",,,,,,,,,52.02,0,0
2272,52.03,3,2,0.75,12.5,3.8,5.5,4.8,6.1,,"West clump, South, tag 11cm NE",,,,,,,,,52.03,0,0
3061,52.04,3,2,0.75,12.5,2.1,2.7,2.3,3.5,,tag 11cm W,,,,,,,,,52.04,,
282,63,3,2,0.57,12.54,5.9,7.4,4.7,6.8,4,"closest to tag, tag 7cm W",,,,,,,,,63,0,0
330,63.01,3,2,0.57,12.54,7,9.5,5.6,8.7,1,"tag 11cm NW, W",,,,,,,,,63.01,0,0
2730,63.02,3,2,0.57,12.54,1.8,1.5,2,1.8,,tag 1cm W,,,,,,,,,63.02,0,0
3858,63.03,3,2,0.57,12.54,1.2,0.8,1.2,0.9,,tag 16 cm WNW,,,,,,,,,63.03,,
4014,63.04,3,2,0.57,12.54,,,2.1,1.1,,tag is 10cm SW,,,,,,,,,63.04,,
295,422,3,2,0.53,12.73,2.9,5.2,3.8,4.9,,tag 10cm SW,,,,,,,,,422,0,0
3062,422.01,3,2,0.53,12.73,,,,,,,,,,,,,,,422.01,,
4015,422.02,3,2,0.53,12.73,,,1.5,0.9,,tag is 5cm SSE,,,,,,,,,422.02,,
2919,42200,3,2,0.53,12.73,4.5,6.4,4.5,6.8,3,"(tag # 422, second) 9cm N to tag",,,,,,,,,42200,0,0
3572,42200.01,3,2,0.53,12.73,1.8,1.5,2.3,2.5,,"(tag # 422, second) tag 7cm E",,,,,,,,,42200.01,0,0
343,385,3,2,0.98,12.85,3.3,6.3,4.2,6,1,tag 12cm NW,,,,,,,,,385,0,0
2273,385.01,3,2,0.98,12.85,,,,,,"furthest from tag E, tag 16cm W",,,,,,,,,385.01,0,0
3371,385.02,3,2,0.98,12.85,1.8,2.7,2.5,3.2,,tag 18 W,,,,,,,,,385.02,,
3372,385.03,3,2,0.98,12.85,1.3,2.7,1.8,3.2,,tag 19.5 W,,,,,,,,,385.03,,
283,71,3,2,0.58,13.1,,,,,,"growing out of another one, tag 8cm W",,,,,,,,,71,0,0
3367,71.01,3,2,0.58,13.1,,,,,,tag 21 SW,,,,,,,,,71.01,,
284,74,3,2,0.12,13.76,5.8,6,4.7,6.8,,tag 8cm NW,,,,,,,,,74,0,0
2916,74.01,3,2,0.12,13.76,2.2,2.1,2.4,2.8,,tag 5 NW,,,,,,,,,74.01,0,0
329,614,3,2,0.89,13.91,5.7,7.3,5.2,7.4,,"25 cm E of tag, tag 23cm W",,,,,,,,,614,0,0
4017,614.01,3,2,0.89,13.91,,,1.5,1.2,,tag 17cm WSW,,,,,,,,,614.01,,
285,89,3,2,0.15,13.92,4.5,6.2,4.5,6.1,,"10 cm E of tag, tag 8cm NW",,,,,,,,,89,0,0
338,89.01,3,2,0.15,13.92,,,,,,,,,,,,,,,89.01,0,0
2917,89.02,3,2,0.15,13.92,2,3.3,2,4.1,,12.5 WNW,,,,,,,,,89.02,0,0
3373,89.03,3,2,0.15,13.92,1.6,1.8,1.6,2.6,,"tag 11 NW, tag 13W",,,,,,,,,89.03,,
3559,89.04,3,2,0.15,13.92,1.5,1.1,1,1.5,,tag 13.5 WNW,,,,,,,,,89.04,,
384,962,3,2,0.113,14.69,4,6,5.1,6.9,,"tag 15 W, tag in opuntia",,,,,,,,,962,0,0
3374,962.01,3,2,0.113,14.69,,,,,,tag 12 E,,,,,,,,,962.01,,
3558,962.02,3,2,0.113,14.69,,,,,,"tag 18cm SE, in Opuntia",,,,,,,,,962.02,,
286,92,3,2,0.38,15.48,6.2,8.2,5.3,8.1,,tag 8 WSW,,,,,,,,,92,0,0
2918,92.01,3,2,0.38,15.48,3.4,4.1,3.7,4.7,,"tag 12cm SW, tag 12 SE, not SW",,,,,,,,,92.01,0,0
3375,92.02,3,2,0.38,15.48,1.5,1.1,1.5,1.3,,6 W,,,,,,,,,92.02,,
3557,92.03,3,2,0.38,15.48,1.8,1.6,2.1,1.8,,tag 14cm WNW,,,,,,,,,92.03,,
3747,92.04,3,2,0.38,15.48,1.9,1,2.4,1.3,,tag 4cm SSW,,,,,,,,,92.04,,
4016,92.05,3,2,0.38,15.48,,,1.5,0.9,,tag 11cm SW,,,,,,,,,92.05,,
327,611,3,2,0.325,15.69,2.8,4.7,3,4.8,,"18cm E of tag, in prickley pear, tag 18cm WSW",,,,,,,,,611,0,0
3751,611.01,3,2,0.325,15.69,1.3,1.1,2,3.1,,tag 16cm ESE,,,,,,,,,611.01,,
287,95,3,2,0.68,15.73,4.9,7.5,4.5,7.5,5,tag 10cm SW,,,,,,,,,95,0,0
2274,95.01,3,2,0.68,15.73,2.4,3.1,1.7,3.4,,"9 o'c, tag 10cm SW",,,,,,,,,95.01,0,0
2499,95.02,3,2,0.68,15.73,1.1,2.5,1.4,2.9,,"8 o'c, tag 12cm W",,,,,,,,,95.02,0,0
2736,95.03,3,2,0.68,15.73,1.2,1,1,1,,"tag 13cm W, 5 o'c",,,,,,,,,95.03,0,0
3376,95.04,3,2,0.68,15.73,1.3,1.1,1.9,1.9,,13 W,,,,,,,,,95.04,,
3748,95.05,3,2,0.68,15.73,1.8,2,1.7,2.5,,tag 12.5 WSW,,,,,,,,,95.05,,
3749,95.06,3,2,0.68,15.73,0.9,1,0.9,0.9,,tag 13cm WNW,,,,,,,,,95.06,,
3750,95.07,3,2,0.68,15.73,1.6,2.9,2,3,,tag 26cm WSW,,,,,,,,,95.07,,
328,615,3,2,0.2,15.92,4,5.6,3.7,5.5,,"s of tag, in prickly pear, tag 16cm NNW",,,,,,,,,615,0,0
385,993,3,2,1.01,18.68,,,,,,"E of tag several others in vicinity beyond 1m, tag 16cm NNW",,,,,,,,,993,0,0
2275,993.01,3,2,1.01,18.68,5.7,6.6,5.6,7.1,,"right @ 1m, 10cm N of tag  , tag 11cm S",,,,,,,,,993.01,0,0
3377,993.02,3,2,1.01,18.68,2.8,3.8,4.1,4.6,,75 NW,,,,,,,,,993.02,,
3753,993.03,3,2,1.01,18.68,2.8,5.6,2.4,2.7,,tag 17cm SW; SE,,,,,,,,,993.03,,
4022,993.04,3,2,1.01,18.68,,,2,2.2,,Tag 19cm SW,,,,,,,,,993.04,,
386,947,3,2,0.42,20.75,6.1,9.2,5.5,9.2,1,"tag 20cm W, 10cm away, W",,,,,,,,,947,0,0
3566,947.01,3,2,0.42,20.75,1.4,2.5,2.5,2,,"tag 24cm WNW, tag 26cm NW",,,,,,,,,947.01,,
4018,947.02,3,2,0.42,20.75,,,1.9,1.8,,tag 26.5cm NW,,,,,,,,,947.02,,
326,613,3,2,0.505,20.93,,,,,,"18cm E of tag, in prickley pear, tag 18cm WSW, tag 20cm W",,,,,,,,,613,0,0
387,613.01,3,2,0.505,20.93,,,,,,"S of tag 7cm, tag 9cm N",,,,,,,,,613.01,0,0
2735,613.02,3,2,0.505,20.93,,,,,,tag 19cm W,,,,,,,,,613.02,0,0
3378,613.03,3,2,0.505,20.93,2.5,6.2,2.7,3.4,,"43 WSW, tag 40cm SW",,,,,,,,,613.03,,
4019,613.04,3,2,0.505,20.93,,,2.9,4.3,,tag 44cm SW,,,,,,,,,613.04,,
4020,613.05,3,2,0.505,20.93,,,2.3,3.7,,tag 45cm SW,,,,,,,,,613.05,,
4021,613.06,3,2,0.505,20.93,,,0.8,0.5,,tag 47cm SW,,,,,,,,,613.06,,
2500,18,3,2,0.3,21.7,,,,,,"10 cm E of tag, north, tag 10cm WSW",,,,,,,,,18,0,0
2501,18.01,3,2,0.3,21.7,,,,,,"10 cm E of tag, middle, tag 10cm W",,,,,,,,,18.01,0,0
2502,18.02,3,2,0.3,21.7,,,,,,"10 cm E of tag, south, tag 9.5cm WNW",,,,,,,,,18.02,0,0
3379,18.03,3,2,0.3,21.7,2.6,2.5,2,3,,"18 S, tag 18 SSW",,,,,,,,,18.03,,
3380,18.04,3,2,0.3,21.7,,,,,,13 NW,,,,,,,,,18.04,,
3568,18.05,3,2,0.3,21.7,3.4,4.7,2.6,5.7,,tag 38cm WSW,,,,,,,,,18.05,,
288,47,3,2,0.7,22.12,5.8,9.5,6,9.7,1,tag 10cm W,minis 5cm WNW,,,,,,,,47,0,0
3381,47.01,3,2,0.7,22.12,1.7,2.3,2.6,2.5,,10 WNW,,,,,,,,,47.01,,
3382,47.02,3,2,0.7,22.12,2.1,2.9,3.1,4.2,,11WNW,,,,,,,,,47.02,,
3562,47.03,3,2,0.7,22.12,2,1.9,2.1,2.4,,tag 15cm WSW,,,,,,,,,47.03,,
3563,47.04,3,2,0.7,22.12,1.2,1.4,1,1.8,,tag 14cm WSW,,,,,,,,,47.04,,
3564,47.05,3,2,0.7,22.12,1.9,2.4,2.8,2.8,,tag 13cm WWSW,,,,,,,,,47.05,,
3565,47.06,3,2,0.7,22.12,1.8,1.1,1.1,1.8,,tag 12cm W,,,,,,,,,47.06,,
3567,47.07,3,2,0.7,22.12,2.3,3.8,2.5,4.4,,tag 12cm SE,,,,,,,,,47.07,,
3752,47.08,3,2,0.7,22.12,2,3,3.1,3.5,,tag 51.5 SSW,,,,,,,,,47.08,,
3860,47.09,3,2,0.7,22.12,1,0.6,0.6,0.5,,tag 6 cm WNW,,,,,,,,,47.09,,
289,97,3,2,0.05,22.3,8.7,8.8,9.1,8.3,14,"SE of tag, tag 8cm NW",,,,,,,,,97,0,0
325,97.01,3,2,0.05,22.3,4.7,6.8,6.6,6,,"N of tag, tag 2cm S",,,,,,,,,97.01,0,0
3560,97.02,3,2,0.05,22.3,1.5,1.1,1.2,1.8,1,tag 11 cm WNW,,,,,,,,,97.02,,
3561,97.03,3,2,0.05,22.3,1.4,1,0,0,,"tag 9cm NW (along transect line), 8cm N",,,,,,,,,97.03,,
3859,97.04,3,2,0.05,22.3,1.3,1.5,0,0,,tag 36 cm NW,,,,,,,,,97.04,,
4029,97.05,3,2,0.05,22.3,,,0.6,0.3,,tag 41cm NW,,,,,,,,,97.05,,
290,425,3,2,0.03,22.43,4.6,7,4.8,6.8,,"tag 7cm WNW, tag 7cm NW",,,,,,,,,425,0,0
4025,425.01,3,2,0.03,22.43,,,0.8,0.5,,tag 7cm NW,,,,,,,,,425.01,,
4026,425.02,3,2,0.03,22.43,,,1.3,0.8,,tag 5cm N,,,,,,,,,425.02,,
4027,425.03,3,2,0.03,22.43,,,0.8,0.5,,tag 13cm NW,,,,,,,,,425.03,,
4028,425.04,3,2,0.03,22.43,,,1.1,0.9,,"tag 6cm NE, against rock",,,,,,,,,425.04,,
342,347,3,2,0.12,22.93,3.2,4.2,2.9,4.7,,"tag 10cm SW, tag 10cm SW, in rock",,,,,,,,,347,0,0
392,347.01,3,2,0.12,22.93,3,4.5,3.9,5.5,,"W of primary, touching, tag 9cm S,S",,,,,,,,,347.01,0,0
393,347.02,3,2,0.12,22.93,2.2,3.3,2.9,5.4,,"7cm NW of 0, primary, tag 15cm S",,,,,,,,,347.02,0,0
394,347.03,3,2,0.12,22.93,3.1,5.8,4,6.4,,"10cm W of tag, tag 10cm SE",,,,,,,,,347.03,0,0
3384,347.04,3,2,0.12,22.93,2.7,5.3,0,0,,"12 WSW, from tag; tag 12 cm NNE",,,,,,,,,347.04,,
2276,1237,3,2,0.27,23.85,4.9,6.7,5.5,7,,tag 6.5cm N,,,,,,,,,1237,0,0
3383,1237.01,3,2,0.27,23.85,4,7.1,3.7,6.8,,"39 NW, tag 41 NW",,,,,,,,,1237.01,,
4024,1237.02,3,2,0.27,23.85,,,3.4,4.8,4,tag 60cm NE,,,,,,,,,1237.02,,
291,45,3,2,0.85,24.48,4.5,6.8,4.5,6.5,1,tag 8cm WSW,,,,,,,,,45,0,0
3571,45.01,3,2,0.85,24.48,2.2,2.5,2.8,3.2,,tag 5cm SSW,,,,,,,,,45.01,,
3862,45.02,3,2,0.85,24.48,1.1,0.6,0.9,0.4,,tag 10 cm S,,,,,,,,,45.02,,
292,418,3,2,0.16,25.48,5.1,7.2,5.3,7.9,,"tag 7cm SE, in opuntia, tag hidden, plant just S of tag, NW",,,,,,,,,418,0,0
3755,418.01,3,2,0.16,25.48,1.6,1,1.1,1.4,,tag 8cm N,,,,,,,,,418.01,,
4023,418.02,3,2,0.16,25.48,,,1.2,0.8,,tag 9.5cm NW,,,,,,,,,418.02,,
2497,398,3,2,0.65,30.45,7.8,6.3,9,6.3,,tag 7cm E,,,,,,,,,398,0,0
3754,398.01,3,2,0.65,30.45,1.6,2.2,1.2,3.2,,tag 28cm NW,,,,,,,,,398.01,,
293,413,3,2,0.43,32.02,4.9,6.4,6,6.9,2,tag 6.5cm W,,,,,,,,,413,0,0
341,344,3,2,0.76,33.15,3.6,6.3,0,0,,tag 10cm ESE,,,,,,,,,344,0,0
340,361,3,2,0.85,34.1,0,0,0,0,,"tag 11cm E, plant W of tag @ 1m",,,,,,,,,361,0,0
2277,1244,3,2,0.55,35.5,6.2,6.5,4.7,6.9,,"closest to tag, S, tag 8.5cm NW, tag 10cm N",,,,,,,,,1244,0,0
2278,1244.01,3,2,0.55,35.5,5.4,6.3,2.1,3.4,,"SW of tag, tag 15cm NNE, tag 18cm NW,",,,,,,,,,1244.01,0,0
2279,1244.02,3,2,0.55,35.5,0,0,2.1,4.1,,"SE of tag, tag 15cm NW. tag 18cm NE",,,,,,,,,1244.02,0,0
3861,1244.03,3,2,0.55,35.5,1.3,0.7,0.9,1,,tag 16 cm N,,,,,,,,,1244.03,,
294,426,3,2,0.8,37.85,7.8,9.7,8.5,9.9,,E of tag,,,,,,,,,426,0,0
3569,426.01,3,2,0.8,37.85,2,1.7,2.8,2.2,,tag 10 cm W,,,,,,,,,426.01,,
3570,426.02,3,2,0.8,37.85,2,1.6,2,2.1,,tag 7 WSW,,,,,,,,,426.02,,
NEW,,3,2,,,,,,,,,,,,,,,,,,,
NEW,,3,2,,,,,,,,,,,,,,,,,,,
NEW,,3,2,,,,,,,,,,,,,,,,,,,
NEW,,3,2,,,,,,,,,,,,,,,,,,,
NEW,,3,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 1   T-Junction,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
2280,965,42,1,1,1.75,0,0,0,0,,"tag W of plant, closest to tag, tag 21cm SW",,,,,,,,,965,0,0
3096,965.02,42,1,1,1.75,5.5,5.4,4.6,5.1,1,tag 24cm ENE,,,,,,,,,965.02,,
3385,145,42,1,0.28,1.95,7.9,8.1,8.6,7.3,,tag 10cm N,,,,,,,,,145,,
3573,145.01,42,1,0.28,1.95,0,0,1.9,3.2,,tag 60 cm SE,Pale,,,,,,,,145.01,,
3386,1382,42,1,0.2,10.5,0,0,0,0,,tag found that is not on list and there is no cactus,,,,,,,,,1382,,
3387,97,42,1,0,11.15,0,0,0,0,,tag found that is not on list and there is no cactus,,,,,,,,,97,,
2743,470,42,1,0.72,12.4,6.6,6.5,5.6,6.3,,"tag W of plant, closest to tag, tag 21cm SW, 10 N",,,,,,,,,470,0,0
3863,470.01,42,1,0.72,12.4,0.9,0.9,1.8,1,,tag 15 cm ENE,,,,,,,,,470.01,,
1187,982,42,1,0.44,19.7,,,,,,,,,,,,,,,982,0,0
1235,982.01,42,1,0.44,19.7,0,0,0,0,,tag 27cm S,,,,,,,,,982.01,0,0
3574,973.01,42,1,0.1,20.9,0,0,0,0,,tag 18cm S,,,,,,,,,973.01,,
3575,973.02,42,1,0.1,20.9,1.8,2,1.8,2,,tag 25cm W; tag 11cm N,,,,,,,,,973.02,,
3576,973.03,42,1,0.1,20.9,1.9,1.2,2,1.7,,tag 34 W; tag 7cm NW,,,,,,,,,973.03,,
3865,973.04,42,1,0.4,20.9,1.8,1,1.5,0.9,,tag 5 cm N,not healthy,,,,,,,,973.04,,
3864,973.04,42,1,0.4,20.9,1.3,1.2,0.8,1.1,,tag 9.5 cm N,not healthy,,,,,,,,973.04,,
2522,998.01,42,1,0.9,21.8,15.1,10.4,0,0,,tag 16 cm W,,,,,,,,,998.01,0,0
2926,998.1,42,1,0.9,21.8,1.7,1.2,1.4,1,,tag 19cm SW; tag 20cm SW,,,,,,,,,998.1,0,0
2927,998.11,42,1,0.9,21.8,0.9,0.6,2.1,1.1,,tag 19.4cm SW; tag 22cm WSW,,,,,,,,,998.11,0,0
2928,998.12,42,1,0.9,21.8,1.2,1.5,1.7,1.4,,"tag 19.7 SW, tag 20 SW; tag 22cm SW",,,,,,,,,998.12,0,0
2922,998.13,42,1,0.9,21.8,,,,,,,,,,,,,,,998.13,0,0
2923,998.14,42,1,0.9,21.8,,,,,,,,,,,,,,,998.14,0,0
3756,998.15,42,1,0.9,21.8,1.3,1,1.7,0.5,,tag 18cm SW,,,,,,,,,998.15,,
3757,998.16,42,1,0.9,21.8,1,0.8,1.7,1.5,,"tag 16cm SW, farthest N",,,,,,,,,998.16,,
4030,998.17,42,1,0.9,21.8,,,2.3,1.2,,"tag 72cm W, in grass",,,,,,,,,998.17,,
4031,998.18,42,1,0.9,21.8,,,1.8,0.8,,"tag 72 W, in grass",,,,,,,,,998.18,,
1189,942,42,1,0.9,22.6,,,,,,16cm W,,,,,,,,,942,0,0
2742,942.01,42,1,0.9,22.6,2.1,2,3.2,2.8,,"tag 22cm W, (21 S), 5 o'c, tag 17cm SW",,,,,,,,,942.01,0,0
3388,158.01,42,1,0.58,23.6,0,0,0,0,,tag 35 NE,DEAD,,,,,,,,158.01,,
3389,158.02,42,1,0.58,23.6,2,1.8,0,0,,"tag 28 NE, 26 ENE",,,,,,,,,158.02,,
3577,158.03,42,1,0.58,23.6,0,0,0,0,,tag 53cm E,,,,,,,,,158.03,,
4032,158.04,42,1,0.58,23.6,,,1.5,2.3,,"57cm E, on line",,,,,,,,,158.04,,
4033,599,42,1,0.52,24.5,,,3.4,3.4,,tag 10cm N,,,,,,,,,599,,
NEW,,42,1,,,,,,,,,,,,,,,,,,,
NEW,,42,1,,,,,,,,,,,,,,,,,,,
NEW,,42,1,,,,,,,,,,,,,,,,,,,
NEW,,42,1,,,,,,,,,,,,,,,,,,,
NEW,,42,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 2   T-Junction,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
3390,564.01,45,2,0.22,2.27,2.4,3.8,2.5,4,,tag 26cm N,,,,,,,,,564.01,,
4034,564.02,45,2,0.22,2.27,,,2,1.8,,tag 10cm N,in atroplex,,,,,,,,564.02,,
3391,707,45,2,13,2.68,,,0,0,,,not found,,,,,,,,707,,
1165,958,45,2,0.43,3.9,,,0,0,,tag 14cm NE,not found,,,,,,,,958,0,0
3071,465.02,45,2,0.2,11.5,3.4,5.4,4,5.5,,"tag 14, see main tag, 15cm NNE",,,,,,,,,465.02,,
3392,465.03,45,2,0.2,11.5,,,0,0,,tag 26 NE,not found,,,,,,,,465.03,,
3578,465.04,45,2,0.2,11.5,1.9,2.5,2.3,2.5,,tag 8cm NW,,,,,,,,,465.04,,
3758,459.01,45,2,0.52,21.45,0,0,0,0,,tag 12cm NNW,,,,,,,,,459.01,,
2364,1217.02,45,2,0.8,21.9,2.6,1.7,0,0,,"35cm E of tag, tag 36 cm SW, tag 35cm SSW",,,,,,,,,1217.02,0,0
3579,1217.09,45,2,0.8,21.9,5,2.8,3.5,3.6,,tag 49cm WSW,,,,,,,,,1217.09,,
4035,1217.1,45,2,0.8,21.9,,,4.6,4.1,,tag 15cm S,,,,,,,,,1217.1,,
3580,1240.03,45,2,0.24,23.45,,,0,0,,30cm SW,not found,,,,,,,,1240.03,,
3581,1240.04,45,2,0.24,23.45,2.5,4.2,4.2,4,,24cm NW; tag 30 cm W,,,,,,,,,1240.04,,
1256,641,45,2,0.3,23.8,3.3,4.2,0,0,,tag 12cm S,Dead,,,,,,,,641,0,0
2744,641.01,45,2,0.3,23.8,2,2.3,0,0,,"tag 10cm W, 12 o'c",Dead,,,,,,,,641.01,0,0
3866,641.02,45,2,0.3,23.8,3,4,0,0,,tag 8 cm SE,Dead,,,,,,,,641.02,,
3393,644.02,45,2,0.65,24,1.8,1.7,2.7,2.5,,10cm E of tag,,,,,,,,,644.02,,
NEW,,45,2,,,,,,,,,,,,,,,,,,,
NEW,,45,2,,,,,,,,,,,,,,,,,,,
NEW,,45,2,,,,,,,,,,,,,,,,,,,
NEW,,45,2,,,,,,,,,,,,,,,,,,,
